Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HFC-227ea (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),EtCl (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS),,,,,,,,,
3310,,4,178,6/27/18,17:25:29,17:26:29,178.7260,178.73,43278.7260,43278.7267,34.97,-117.73,36710,,,,2018,,,,1.839,,,624,0.05,521,234,72.4,17.00,3.557,3.642,0.437,14.0,98.7,298,23.26,29.1,0.00,,1.26,9.53,2.110,89.32,41.69,0.000,0.758,638,6.68,0.005,1.254,0.174,0.116,0.320,10.382,11.127,0.782,0.181,0.027,0.040,0.022,0.019,0.019,361,2,30,32,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,,0,0,0,,,0,0,,,0,0,0,0,,3,0,0,,,0,0,1,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,
6608,,4,178,6/27/18,16:06:40,16:09:27,178.6713,178.67,43278.6713,43278.6732,33.93,-116.92,4111,,,,2018,,,,1.930,101,,653,0.00,521,240,74.5,17.39,3.962,4.105,0.437,65.7,124.6,333,26.02,34.4,2.58,,3.23,20.47,2.797,93.11,80.88,0.412,2.625,672,7.94,1.005,1.570,0.636,0.359,1.263,26.939,9.996,3.230,6.715,0.922,5.202,3.503,2.071,2.830,1382,37,132,537,3,75,147,12,1,0,0,65,41,1,2,0,10,10,1,0,2,,2,12,9,,,0,3,,,15,4,14,9,,32,9,2,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3302,,4,178,6/27/18,16:30:30,16:31:24,178.6878,178.69,43278.6878,43278.6885,34.72,-118.00,6382,,,,2018,,,,1.895,99,,590,0.31,512,243,74.3,16.29,3.936,3.694,0.437,33.2,108.8,290,23.79,27.4,0.00,,2.54,16.44,2.060,83.01,57.14,0.297,1.748,584,8.77,0.257,1.138,0.363,0.178,0.543,22.082,5.234,1.884,2.495,0.284,1.398,0.747,0.425,0.711,796,10,100,125,8,12,18,5,3,0,0,9,5,0,0,0,1,0,0,0,1,,3,1,0,,,0,0,,,1,1,6,3,,15,2,1,,,0,0,1,0,1,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
4124,9352,1,177,6/26/17,16:50:01,16:51:19,177.7014,177.7023,42912.7014,42912.7023,33.86,-118.04,3256,926,,,2017,,,576,1.824,50,412,598,0.52,514,226,71.8,16.73,3.506,3.269,0.437,11.6,92.3,250,23.4,25.1,,1.666,1.149,9.86,2.200,81.60,45.10,0.191,1.170,559,5.87,0.054,0.591,0.240,0.110,0.653,10.310,4.163,0.883,0.620,0.110,0.350,0.198,0.331,0.194,411,0,40,28,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,12,0,,1208,21,,106,1150,144,,,,,,,,,
3812,9308,2,177,6/26/17,19:20:00,19:20:45,177.8056,177.8061,42912.8056,42912.8061,33.70,-118.30,4086,1228,,,2017,,,542,1.822,50,423,581,0.00,516,225,70.9,16.30,3.558,3.333,0.437,14.8,90.1,249,23.5,25.4,,1.815,1.114,10.81,2.180,81.10,49.30,0.277,1.093,547,6.39,0.057,0.617,0.230,0.096,0.513,11.070,4.984,1.132,0.990,0.157,0.413,0.229,0.155,0.189,461,14,36,42,0,0,0,,0,0,0,0,0,,0,,12,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,20,0,,1133,34,1867,179,1220,231,,,,,,,,,
3806,9309,2,177,6/26/17,19:28:01,19:28:49,177.8111,177.8117,42912.8111,42912.8117,33.64,-117.81,5787,1756,,,2017,,,537,1.820,,417,572,0.00,514,225,70.1,16.21,3.504,3.279,0.437,11.2,91.4,244,23.1,25.3,,2.154,0.902,9.95,2.170,81.00,43.60,0.118,1.077,538,5.92,0.076,0.584,0.230,0.112,0.461,10.350,4.208,1.324,1.340,0.222,0.603,0.146,0.132,0.136,534,12,49,50,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,13,0,,676,15,928,49,682,156,,,,,,,,,
5312,7189,4,178,6/27/17,16:14:00,16:14:45,178.6764,178.6769,42913.6764,42913.6769,35.41,-119.04,1169,242,,,2017,,,640,2.193,203,428,574,18.40,518,226,71.9,16.07,3.821,3.297,0.437,26.6,151.2,290,23.9,31.5,,4.167,1.944,31.74,2.770,81.90,102.30,1.357,4.219,540,8.23,1.692,0.831,1.199,0.482,1.510,18.080,11.558,4.840,10.354,3.047,9.539,3.093,5.427,5.710,2345,334,294,1422,115,171,293,,35,45,24,865,166,,36,,75,21,0,41,29,,23,79,51,,,,20,,,33,19,96,26,14,50,102,19,,,56,23,,0,0,21,12,10,16,37,11,129,52,,140,49,2796,571,6132,1816,,,,,,,,,
5504,9457,4,178,6/27/17,16:36:00,16:36:42,178.6917,178.6922,42913.6917,42913.6922,35.40,-118.92,1622,408,,,2017,,,550,2.182,175,427,583,8.08,520,236,71.0,16.07,3.865,3.527,0.437,43.3,208.4,435,24.7,58.0,,2.956,1.264,32.16,2.570,81.50,101.30,3.689,6.539,570,7.92,1.893,0.835,1.363,0.543,1.343,17.080,11.612,5.029,9.786,2.173,7.681,4.053,7.662,7.073,2818,379,498,1788,80,206,358,,21,0,0,535,233,,51,,96,41,18,16,14,,38,120,79,,,,27,,,68,30,97,45,26,86,232,42,,,127,47,,0,0,22,13,0,11,36,0,196,53,,1304,51,2445,303,4767,3082,,,,,,,,,
6506,,3,177,6/26/18,21:41:45,21:42:33,177.9040,177.90,43277.9040,43277.9045,35.68,-119.08,2045,,,,2018,,,,1.938,107,,568,0.12,509,228,71.5,16.60,3.800,4.406,0.437,66.0,120.7,280,23.97,25.4,3.08,,1.93,18.18,2.161,84.25,52.28,0.291,2.360,497,8.22,1.149,1.517,0.642,0.379,1.559,19.425,8.671,3.485,6.227,0.767,4.429,2.740,1.563,2.408,1052,30,146,309,3,31,56,8,2,0,0,30,15,0,4,0,4,2,0,0,0,,1,4,3,,,0,0,,,4,0,5,3,,29,6,1,,,2,1,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
3909,,4,178,6/27/18,17:59:15,17:59:53,178.7495,178.75,43278.7495,43278.7499,34.67,-117.90,5344,,,,2018,,,,1.907,55,,632,0.38,525,237,73.1,17.27,4.219,3.671,0.437,53.4,118.8,319,26.15,29.2,1.78,,1.96,18.18,2.295,88.24,71.46,0.505,2.263,650,7.80,0.604,,0.524,0.301,0.899,22.473,7.458,2.414,3.849,0.421,2.449,1.412,1.003,1.579,938,33,117,247,12,30,56,8,2,1,1,45,19,1,10,0,5,0,0,12,1,,2,9,6,,,1,0,,,14,1,24,34,,22,10,5,,,11,5,3,2,3,3,4,3,3,4,6,1,1,1,,,,,,,,,,,,,,,
2205,,4,178,6/27/18,15:21:52,15:22:31,178.6402,178.64,43278.6402,43278.6406,33.73,-118.20,2968,,,,2018,,,,1.860,71,,547,0.04,507,233,73.5,16.01,4.030,3.168,0.437,21.3,98.8,268,22.25,25.7,1.41,,1.80,14.57,2.152,83.56,52.41,0.228,1.562,524,5.96,0.072,0.667,0.270,0.160,0.462,22.520,3.865,1.146,0.861,0.155,0.390,0.288,0.176,,681,21,37,39,1,5,4,6,4,0,0,2,1,2,0,0,0,0,0,0,0,,1,1,0,,,0,0,,,0,1,0,0,,6,3,1,,,3,1,1,0,0,1,1,1,1,2,2,0,0,0,,,,,,,,,,,,,,,
6119,,1,176,6/25/18,16:56:50,16:57:27,176.7061,176.71,43276.7061,43276.7066,33.65,-118.22,3831,,,,2018,,,,1.857,63,,515,0.04,511,221,72.8,16.59,3.690,3.430,0.438,14.8,94.6,249,26.46,24.2,1.23,,1.64,12.25,1.817,80.02,44.65,0.120,1.194,476,8.40,0.125,1.041,0.235,0.139,0.334,16.841,3.573,0.922,0.639,0.084,0.232,0.118,0.072,0.063,554,6,32,59,7,2,32,4,4,3,1,10,19,2,4,0,13,3,12,4,0,,1,5,5,,,0,0,,,0,0,5,0,,10,6,2,,,2,1,1,0,1,1,1,1,0,1,1,0,0,1,,,,,,,,,,,,,,,
1101,,3,177,6/26/18,18:31:05,18:31:49,177.7716,177.77,43277.7716,43277.7721,35.32,-118.93,3245,,,,2018,,,,2.013,,,592,0.30,506,244,72.9,16.56,3.910,4.708,0.438,125.8,156.4,547,24.99,31.0,0.00,,2.04,23.09,2.439,85.58,65.89,0.794,3.464,536,7.10,1.082,1.528,0.765,0.438,1.574,22.467,9.291,4.028,7.913,1.293,6.388,5.089,3.250,,1531,86,238,767,10,128,255,21,1,0,0,201,95,0,6,0,28,8,3,0,2,,11,43,26,,,11,8,,,35,9,29,22,,53,50,9,,,11,7,3,2,4,4,5,4,3,5,5,1,1,1,,,,,,,,,,,,,,,
3312,,4,178,6/27/18,17:17:15,17:18:53,178.7203,178.72,43278.7203,43278.7214,34.85,-117.93,38946,,,,2018,,,,1.850,60,,632,0.00,522,231,70.6,17.05,3.719,3.686,0.438,16.0,101.0,300,23.61,28.7,0.00,,1.15,10.46,2.070,88.09,53.55,0.056,0.807,665,6.96,0.001,0.785,0.177,0.076,0.144,9.912,5.376,0.384,0.106,0.006,0.005,0.022,0.063,0.030,473,4,69,34,2,0,9,6,0,0,0,0,0,0,0,0,1,0,0,2,0,,0,0,0,,,0,0,,,0,0,3,0,,4,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3924,,4,178,6/27/18,18:01:50,18:02:29,178.7513,178.75,43278.7513,43278.7517,34.80,-118.03,2900,,,,2018,,,,1.900,78,,613,0.13,503,241,75.5,16.44,4.089,3.480,0.438,64.3,111.1,294,23.13,30.4,1.93,,1.91,17.07,2.338,86.72,55.61,0.341,2.271,543,8.22,0.587,,0.545,0.340,0.828,21.263,5.775,2.238,3.738,0.348,3.125,1.952,1.111,1.760,983,33,111,262,7,37,64,7,1,0,0,49,21,0,44,0,5,0,0,4,0,,2,6,5,,,2,3,,,10,0,10,4,,20,9,2,,,3,1,0,0,0,0,0,0,0,1,0,2,0,1,,,,,,,,,,,,,,,
1115,,3,177,6/26/18,18:39:00,18:39:52,177.7771,177.78,43277.7771,43277.7777,35.32,-118.80,124,,,,2018,,,,1.883,124,,580,0.00,517,230,72.0,16.38,3.648,3.583,0.438,34.4,106.8,276,24.08,26.8,0.00,,2.23,16.91,2.120,86.00,57.39,0.193,1.770,519,6.82,0.596,1.383,0.333,0.214,0.926,22.860,5.708,2.188,2.950,0.337,1.688,0.967,0.634,,834,18,146,151,0,14,24,5,0,0,0,12,5,0,0,0,0,,0,0,0,,1,2,1,,,0,0,,,1,0,5,2,,25,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
4106,9348,1,177,6/26/17,16:20:00,16:21:53,177.6806,177.6819,42912.6806,42912.6819,33.86,-118.78,3719,1080,,,2017,,,607,1.823,58,412,564,0.00,512,224,70.0,15.93,3.467,3.249,0.438,12.1,89.2,244,22.4,24.0,,3.573,1.160,9.36,2.150,80.70,43.60,0.249,0.958,512,5.91,0.044,0.633,0.234,0.094,0.556,10.780,5.173,0.917,0.665,0.147,0.317,0.151,0.212,0.112,395,0,41,31,0,0,0,,0,0,0,0,11,,0,,12,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,20,0,,2045,25,,85,643,48,,,,,,,,,
3317,8262,2,177,6/26/17,20:14:00,20:14:48,177.8431,177.8436,42912.8431,42912.8436,33.94,-118.33,1208,270,,,2017,,,1027,2.021,371,452,627,15.87,518,233,72.1,16.43,4.337,3.558,0.438,102.3,225.6,363,23.9,38.1,,3.834,1.387,35.45,3.030,82.00,121.10,2.527,12.137,558,15.43,1.713,1.328,4.101,2.930,5.177,18.160,14.844,9.619,25.074,5.101,27.305,13.813,24.743,21.528,5392,493,676,2788,65,924,1233,,0,0,0,1160,502,,53,,150,53,25,18,22,,61,202,122,,,,81,,,112,37,103,55,31,139,192,32,,,61,28,,0,10,15,11,0,0,19,10,92,34,,1712,40,2696,363,2865,2000,,,,,,,,,
2102,9248,4,178,6/27/17,17:10:00,17:10:50,178.7153,178.7159,42913.7153,42913.7159,35.15,-119.33,1433,327,,,2017,,over oildale,649,1.967,150,412,551,4.33,510,222,70.7,16.11,3.520,3.230,0.438,14.4,105.6,252,22.7,27.7,,2.685,1.172,18.44,2.390,79.97,64.80,0.663,2.279,534,6.62,1.276,0.733,0.651,0.300,1.165,15.060,9.594,3.359,5.590,1.141,4.857,2.633,4.732,3.479,3693,117,131,1289,11,180,439,,0,0,0,194,145,,0,,48,23,0,0,0,,17,46,31,,,,0,,,24,28,63,38,23,32,34,0,,,10,0,,0,0,0,0,0,0,0,0,28,0,,194,22,2937,246,3240,1513,,,,,,,,,
2023,,2,177,6/26/18,0:43:19,0:43:57,177.0301,177.03,43277.0301,43277.0305,33.82,-117.25,3104,,,,2018,,,,1.943,194,,600,0.24,511,239,71.6,16.10,4.539,3.476,0.438,339.9,203.3,364,24.38,35.9,0.00,,3.05,30.40,3.227,87.35,107.41,2.214,12.602,523,7.54,1.422,1.975,2.902,1.781,2.724,24.050,8.440,5.262,16.329,2.106,14.181,14.537,9.590,15.504,2039,131,426,1238,14,213,330,15,0,0,0,319,134,3,18,0,42,11,5,1,3,,13,44,31,,,16,24,,,45,9,28,20,,92,71,12,,,20,6,1,1,2,2,1,1,0,2,1,1,0,2,,,,,,,,,,,,,,,
514,,2,176,6/25/18,23:22:45,23:23:33,176.9741,176.97,43276.9741,43276.9747,33.39,-115.90,1078,,,,2018,,,,1.886,95,,673,0.53,503,238,73.6,16.71,3.895,3.378,0.438,60.9,111.3,286,23.19,26.3,0.00,,1.50,17.68,2.094,84.81,48.94,0.914,2.065,546,8.08,0.554,1.575,0.646,0.398,1.477,21.210,6.710,2.482,4.110,0.569,1.795,1.587,1.127,1.874,721,23,97,276,5,14,27,4,4,0,0,33,13,0,2,0,2,0,0,0,0,,5,4,3,,,0,0,,,4,0,5,0,,27,7,1,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
6614,,4,178,6/27/18,15:50:24,15:51:09,178.6600,178.66,43278.6600,43278.6605,33.83,-117.22,2053,,,,2018,,,,2.008,230,,632,0.74,518,248,71.7,16.60,4.502,3.782,0.438,410.1,237.2,379,25.17,39.0,3.90,,2.79,41.47,3.119,91.00,138.44,2.734,14.725,596,10.03,1.556,1.754,5.714,3.096,3.804,31.390,10.928,3.705,10.041,1.234,8.788,7.193,4.479,8.727,2929,721,727,2709,120,450,538,43,20,3,2,947,325,0,57,0,214,53,21,17,19,,74,257,148,,,71,52,,,126,30,130,49,,182,332,61,,,169,65,40,4,9,24,9,10,6,28,6,4,0,2,,,,,,,,,,,,,,,
2003,,2,177,6/26/18,0:06:00,0:06:43,177.0042,177.00,43277.0042,43277.0047,33.02,-115.60,1911,,,,2018,,,,1.891,106,,545,0.87,511,225,72.8,16.58,4.085,3.725,0.438,40.6,138.5,306,22.79,30.0,0.00,,1.60,17.50,1.970,80.89,66.42,2.218,5.174,508,6.37,0.424,1.630,0.754,0.422,1.294,22.920,6.059,3.230,8.053,1.043,5.332,7.824,5.098,9.474,791,72,211,947,11,58,199,14,2,0,0,279,116,0,13,0,25,4,0,0,0,,9,44,22,,,20,8,,,13,8,15,11,,47,53,6,,,4,3,1,1,1,1,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,
6508,,3,177,6/26/18,21:53:45,21:54:32,177.9123,177.91,43277.9123,43277.9129,35.43,-119.07,1609,,,,2018,,,,1.912,116,,565,0.28,510,226,69.7,15.93,3.782,3.701,0.438,57.8,114.3,276,23.69,24.2,2.80,,1.95,16.92,2.169,83.99,49.18,0.288,1.934,493,6.13,1.009,1.289,0.527,0.306,1.353,18.676,6.502,2.910,4.951,0.535,3.275,2.421,1.412,1.715,1032,27,143,294,6,31,59,8,1,0,0,30,26,2,5,0,5,2,0,0,0,,1,4,3,,,0,0,,,38,1,7,4,,25,6,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
3309,,4,178,6/27/18,17:29:00,17:29:38,178.7285,178.73,43278.7285,43278.7289,34.88,-118.03,28202,,,,2018,,,,1.836,59,,640,0.26,524,231,72.8,17.11,3.700,3.348,0.438,18.8,103.6,298,24.07,28.9,0.00,,1.59,9.99,2.290,90.10,45.16,0.080,1.037,648,7.10,0.015,1.393,0.209,0.183,0.514,13.805,10.136,0.928,0.933,0.063,0.164,0.077,0.125,0.107,378,2,32,41,3,0,4,8,1,0,0,0,0,1,8,0,1,0,0,1,2,,0,0,0,,,0,0,,,0,1,34,2,,5,2,2,,,2,2,3,2,3,0,0,0,2,4,6,1,1,0,,,,,,,,,,,,,,,
2209,,4,178,6/27/18,15:32:41,15:33:23,178.6477,178.65,43278.6477,43278.6482,33.73,-118.23,4671,,,,2018,,possibly 2224,,2.009,204,,609,1.70,503,238,70.5,16.30,4.583,3.435,0.438,361.5,214.5,354,23.93,40.9,1.96,,2.22,36.85,3.879,82.91,121.96,2.416,8.147,561,7.28,2.621,1.270,4.717,3.154,5.805,23.384,12.356,3.614,7.633,1.196,8.961,6.623,4.400,4.867,6340,1087,709,4819,261,2105,3023,162,31,15,7,1876,1033,8,12,17,319,111,44,32,22,,99,445,254,,,98,63,,,177,120,326,133,,224,331,59,,,204,72,46,6,14,39,20,18,17,52,20,13,5,2,,,,,,,,,,,,,,,
1117,,3,177,6/26/18,18:35:00,18:35:47,177.7743,177.77,43277.7743,43277.7748,35.53,-119.07,4779,,,,2018,,,,1.922,122,,618,0.22,518,245,72.5,16.50,3.703,3.885,0.439,64.0,124.7,298,25.70,28.9,0.00,,1.87,18.72,2.400,87.86,58.60,0.289,2.041,549,7.66,1.158,1.571,0.520,0.363,1.576,21.937,8.211,3.229,5.458,0.722,3.519,2.259,1.360,,963,30,138,270,0,30,51,8,0,0,0,24,14,0,1,0,0,,0,5,1,,1,4,2,,,0,0,,,4,0,3,5,,27,5,2,,,5,2,3,1,3,3,3,3,3,4,6,1,1,1,,,,,,,,,,,,,,,
521,,2,176,6/25/18,23:31:00,23:31:29,176.9799,176.98,43276.9799,43276.9802,32.94,-115.60,1131,,,,2018,,,,1.872,108,,610,1.02,513,227,71.6,16.25,3.924,3.569,0.439,40.5,162.9,337,22.91,31.9,0.00,,1.43,19.04,2.290,86.03,73.47,2.941,5.653,546,9.61,0.445,1.725,0.899,0.454,1.484,25.771,6.104,3.531,8.921,1.413,5.503,7.753,5.667,8.696,822,132,237,1041,69,74,249,14,15,0,3,362,146,3,30,0,30,12,0,0,0,,11,53,31,,,7,14,,,20,9,27,7,,59,78,10,,,5,5,1,1,2,1,2,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
4924,,3,177,6/26/18,20:06:00,20:06:38,177.8375,177.84,43277.8375,43277.8379,37.52,-119.02,14631,,,,2018,,,,1.857,,,565,0.04,512,246,74.3,16.55,4.058,3.291,0.439,10.6,93.9,263,23.34,27.5,1.15,,1.59,12.99,1.885,82.32,64.63,0.289,1.277,569,6.42,0.047,0.776,0.325,0.141,0.331,22.451,3.841,1.081,0.672,0.145,0.465,0.145,0.283,0.169,501,41,50,42,21,1,7,6,5,1,2,1,1,1,2,0,7,2,0,2,0,,1,0,0,,,0,0,,,0,0,10,2,,10,1,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
4910,,3,177,6/26/18,19:56:00,19:56:40,177.8306,177.83,43277.8306,43277.8310,37.23,-119.60,7377,,,,2018,,,,1.898,102,,580,0.02,507,225,72.5,16.64,4.088,3.273,0.439,32.8,101.2,286,25.15,26.4,2.26,,1.53,19.38,2.114,83.09,90.45,0.571,2.176,554,7.47,0.097,0.776,0.438,0.215,0.527,30.382,6.837,2.040,3.171,0.348,1.611,0.821,0.703,0.560,805,14,82,114,17,5,14,7,4,2,1,4,4,1,1,0,1,2,0,3,1,,1,1,0,,,0,0,,,18,0,9,4,,19,3,1,,,1,1,1,0,1,0,1,1,0,1,1,0,0,3,,,,,,,,,,,,,,,
4121,9358,1,177,6/26/17,16:15:01,16:16:24,177.6771,177.6781,42912.6771,42912.6781,33.86,-119.00,3721,1076,,,2017,,clean marine,567,1.823,52,412,569,0.00,514,226,71.9,16.36,3.495,3.292,0.439,10.9,88.5,243,23.0,25.2,,2.494,1.066,9.38,2.140,81.70,43.40,0.167,0.906,531,5.77,0.054,0.577,0.210,0.088,0.281,10.190,3.958,0.854,0.465,0.077,0.168,0.069,0.116,0.119,381,0,41,38,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,11,0,,130,21,457,43,922,,,,,,,,,,
3101,5002,2,177,6/26/17,19:46:00,19:46:38,177.8236,177.8241,42912.8236,42912.8241,33.85,-117.24,2033,552,,,2017,,,543,1.852,73,413,572,2.16,509,229,70.7,16.49,3.622,3.389,0.439,9.4,92.1,246,22.5,25.4,,1.862,1.181,11.92,2.280,82.50,51.40,0.352,2.289,534,6.19,0.145,0.589,0.503,0.248,0.497,11.100,6.673,1.639,2.048,0.487,1.275,0.728,1.207,0.936,684,40,75,163,0,25,50,,0,0,0,77,29,,46,,15,0,0,0,0,,0,11,0,,,,0,,,11,0,14,0,0,12,15,0,,,10,0,,0,0,0,0,0,0,0,0,89,0,,1386,24,1332,64,1481,398,,,,,,,,,
3321,8264,2,177,6/26/17,20:47:00,20:47:39,177.8660,177.8664,42912.8660,42912.8664,33.89,-117.27,1830,470,,,2017,,,533,1.833,101,414,570,1.79,514,225,71.0,16.03,3.484,3.364,0.439,19.5,113.1,314,22.7,24.9,,2.670,1.479,14.03,2.210,80.70,67.30,0.432,1.835,524,6.40,0.192,0.686,0.725,0.323,0.685,10.740,5.573,1.751,2.623,0.547,1.806,1.207,2.292,1.678,710,77,125,211,25,34,81,,0,0,0,147,70,,170,,22,0,0,0,0,,0,19,13,,,,0,,,14,0,13,11,0,17,24,0,,,21,0,,0,0,0,0,0,0,12,0,175,70,,910,20,853,64,1253,323,,,,,,,,,
2104,9136,4,178,6/27/17,17:16:00,17:16:58,178.7194,178.7201,42913.7194,42913.7201,35.31,-119.31,3204,915,,,2017,,,667,1.915,141,408,571,1.61,521,229,70.7,16.31,3.709,3.384,0.439,20.6,126.6,281,25.0,28.3,,2.768,1.120,18.23,2.470,81.80,67.70,0.437,3.142,536,8.13,1.223,0.719,0.655,0.356,0.846,13.410,9.627,3.982,6.289,1.367,4.417,2.513,4.304,4.542,1093,69,150,334,0,45,75,,0,0,0,89,35,,0,,13,0,0,0,0,,0,14,0,,,,0,,,11,0,13,10,0,25,19,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,31,20,1854,142,1393,749,,,,,,,,,
4019,9375,6,178,6/27/17,22:31:00,22:31:46,178.9382,178.9387,42913.9382,42913.9387,36.11,-119.48,1469,334,,,2017,,,536,2.121,154,404,565,20.26,516,223,70.8,16.17,3.565,3.288,0.439,11.8,109.9,257,22.9,26.5,,2.444,1.710,17.70,2.320,80.90,62.40,0.261,1.708,518,6.88,1.183,0.702,0.499,0.224,0.753,13.480,9.736,4.678,6.691,1.985,4.111,1.809,2.962,2.657,1118,80,193,393,0,22,49,,0,0,0,44,19,,0,,20,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,40,14,0,,,0,0,,0,0,0,0,0,0,0,0,20,0,,506,25,1180,152,3301,1151,,,,,,,,,
4023,9367,6,178,6/27/17,23:02:30,23:03:18,178.9601,178.9606,42913.9601,42913.9606,35.45,-119.11,2915,818,,,2017,,"in boundary layer, upwind of BKF",513,1.979,118,407,567,4.52,516,224,70.8,16.46,3.519,3.240,0.439,13.8,115.3,263,23.1,26.1,,3.874,1.457,16.32,2.330,81.00,59.40,0.416,1.849,524,6.56,0.899,0.679,0.502,0.222,0.815,12.440,8.413,4.222,6.511,1.768,4.421,3.237,5.639,3.131,1007,42,144,341,12,33,60,,0,0,0,58,65,,0,,0,0,0,0,0,,0,0,0,,,,0,,,0,0,10,0,0,21,12,0,,,0,0,,0,0,0,0,0,0,0,0,18,0,,349,24,988,139,1308,393,,,,,,,,,
5405,,3,177,6/26/18,22:20:00,22:20:48,177.9306,177.93,43277.9306,43277.9311,35.52,-119.82,1847,,,,2018,,,,1.930,123,,572,0.43,516,236,73.4,16.06,3.910,4.068,0.439,74.0,118.3,283,24.64,44.8,2.95,,1.99,18.92,2.406,87.83,79.85,0.472,1.995,535,6.54,1.036,1.606,0.526,0.347,1.494,21.893,8.801,3.186,5.647,0.732,4.258,2.781,1.774,2.459,1450,44,146,513,1,86,180,22,1,0,0,73,51,0,5,0,17,8,0,0,0,,6,22,13,,,2,3,,,12,12,27,19,,36,11,2,,,3,1,0,1,1,1,1,1,1,2,1,0,0,1,,,,,,,,,,,,,,,
